ID,title,image,content,sku,price,salePrice,qtySold,eligibility,nextHigherAssembly),oem,oemPartNumber,tbq
2758,P00730,ACS00730,Clapper,dec1df39f049,181.06,,0,"A319-111, A319-112, A319-113, A319-114, A319-131, A319-132, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231, A321-212, A320-216","751A0000-07 : FLOW CONTROL VALVE, 751B0000-02 : FLOW CONTROL VALVE, 751F0000-01 : FLOW CONTROL VALVE, 751G0000-01 : FLOW CONTROL VALVE",Liebherr,6729-241,
2759,P00731,ACS00731,"Guide,Spring",4b1c0a4c227c,203.67,,0,"A310 MODEL 324, A310 MODEL 325, A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-23","3031863-001 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 623977 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 887111 : HYDRAULIC MOTORPUMP ASSY, 887673 : HYDRAULIC MOTORPUMP ASSY",Eaton Vickers,624125,
2760,P00732,ACS00732,Screw,215257d59ed6,92.17,,0,"A319-111, A319-112, A319-113, A319-114, A319-131, A319-132, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231, A321-212, A320-216","751A0000-07 : FLOW CONTROL VALVE, 751B0000-02 : FLOW CONTROL VALVE, 751F0000-01 : FLOW CONTROL VALVE, 751G0000-01 : FLOW CONTROL VALVE",Liebherr,6729-328,
2761,P00734,ACS00734,Shroud-Fan,cc30fc62315b,1630.19,,2,"737-700, 737-800, 737-600, 737-900, 737-8","2206400-1 : AIR CYCLE MACHINE, 2206400-2 : AIR CYCLE MACHINE",Honeywell,2206419-1,
2762,P00735,ACS00735,Seal-CPRSR,257324b0f690,464.2,,0,"737-700, 737-800, 737-600, 737-900, 737-8","2206400-1 : AIR CYCLE MACHINE, 2206400-2 : AIR CYCLE MACHINE",Honeywell,2205956-1,
2763,P00736,ACS00736,Bushing,b1f1c51a636c,55.03,,0,"A319-111, A319-112, A319-113, A319-114, A319-131, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231, A321-212","751A0000-07 : FLOW CONTROL VALVE, 751B0000-02 : FLOW CONTROL VALVE, 751F0000-01 : FLOW CONTROL VALVE, 751G0000-01 : FLOW CONTROL VALVE",Liebherr,6729-445,
2764,P00737,ACS00737,Valve Assy-Ball,70f7a13a053c,1688.1,,0,"A318-111, A318-112, A319-111, A319-112, A319-113, A319-114, A319-115, A319-132, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, A321-212, A321-213, A340-211, A340-212, A340-213,","3290064-10 : 4"" STARTER VALVE , ""3290064-13 : 4"""" STARTER VALVE "", ""3290064-17 : 4"""" STARTER VALVE "", ""3290064-18 : 4"""" STARTER VALVE "", ""3290064-19 : 4"""" STARTER VALVE """,Honeywell,967150-3,
2765,P00738,ACS00738,"Retainer, Spring",3be8704f4321,292.73,,1,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, A340-211, A340-212, A340-213, A340-311, A340-313, 747-300, 747-400, 7","3290064-10 : 4"" STARTER VALVE , ""3290064-13 : 4"""" STARTER VALVE "", ""3290064-17 : 4"""" STARTER VALVE "", ""3290064-18 : 4"""" STARTER VALVE "", ""3290064-19 : 4"""" STARTER VALVE "", 3290694",Honeywell,3175500-1,
2766,P00739,ACS00739,Spring,a7e32f0e7e0b,56.95,,9,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, A340-211, A340-212, A340-213, A340-311, A340-313, 747-400, 767-300, C","3290064-10 : 4"" STARTER VALVE , ""3290064-13 : 4"""" STARTER VALVE "", ""3290064-17 : 4"""" STARTER VALVE "", ""3290064-18 : 4"""" STARTER VALVE "", ""3290064-19 : 4"""" STARTER VALVE "", 3291172",Honeywell,3175499-1,
2767,P00740,ACS00740,Gasket,11ca29a2fffe,36.02,,4,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","3290064-10 : 4"" STARTER VALVE , ""3290064-13 : 4"""" STARTER VALVE "", ""3290064-17 : 4"""" STARTER VALVE "", ""3290064-18 : 4"""" STARTER VALVE "", ""3290064-19 : 4"""" STARTER VALVE "", ""329006",Honeywell,3176480-4,
2768,P00742,ACS00742,"Guide, Spring",0294f60a2a70,1689.29,,53,"747-400, 747-400F, 767-200, 767-300, 767-300F","802170-10 : HPSOV, 802170-11 : HPSOV, 802170-12 : HPSOV, 802170-9 : HPSOV",Hamilton Sundstrand,1001788-1,
2769,P00743,ACS00743,"Spring,Helical Compression",f0762b97f110,410.77,,55,"747-400, 747-400F, 767-200, 767-300, 767-300F","802170-11 : HPSOV, 802170-12 : HPSOV",Hamilton Sundstrand,1001774-1,
2770,P00744,ACS00744,Diaphragm Assy,846836229f60,318.98,,5,"A318-111, A318-112, A319-111, A319-112, A319-113, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, A321-212, A321-213, A340-211, A340-212, A340-213, A340-311,","3289630-1 : 3"" STARTER CONTROL VALVE, ""3289630-3 : 3"""" STARTER CONTROL VALVE"", ""3290064-10 : 4"""" STARTER VALVE "", ""3290064-13 : 4"""" STARTER VALVE "", ""3290064-17 : 4"""" STARTER VALVE """,Honeywell,974903-2,
2771,P00745,ACS00745,"Subassembly Shaft, External Drive",1c65aeb56f54,10000,,0,"737-200, 737-300, 737-400, 737-500",55098-08 : VARIABLE DISPLACEMENT HYDRAULIC PUMP,Parker Hannifin,21709,1
2772,P00746,ACS00746,"Ring,Piston",2b2383ff5bb8,91.12,,5,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, A340-211, A340-212, A340-213, A340-311, A340-313, CFM56-5C2, CFM56-5C","3290064-17 : 4"" STARTER VALVE , ""3290064-18 : 4"""" STARTER VALVE "", ""3290064-19 : 4"""" STARTER VALVE """,Honeywell,974353-1,
2773,P00747,ACS00747,Diaphragm,80a86d13c418,76.65,,111,"737-300, 737-400, 737-500, 737-700, 737-800, 737-600, 737-900, 737-900ER","3289562-3 : 4"" PRECOOLER CONTROL VALVE, ""3289562-4 : 4"""" PRECOOLER CONTROL VALVE"", ""3289562-5 : 4"""" PRECOOLER CONTROL VALVE"", ""3289562-6 : 4"""" PRECOOLER CONTROL VALVE""",Honeywell,3171757-2,
2774,P00749,ACS00749,Ring-Piston,58e497d855b8,242.84,,13,"737-300, 737-400, 737-500, 747-400, 767-300, CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440)","3214442-4 : 2"" PRSOV, 3215618-2 : NOSE COWL ANTI-ICE VALVE, 3215618-3 : NOSE COWL ANTI-ICE VALVE, 3215618-4 : NOSE COWL ANTI-ICE VALVE, 3290662-1 : NOSE COWL ANTI ICE VALVE ASSEMBY, ""979742",Honeywell,3163268-7,
2775,P00750,ACS00750,Split Bearing,30b98d40833c,10000,,0,"A330-301, A340-211, A340-212, A340-213, A340-311, A340-313, CF6-80C2D1F, CF6-80C2A5F, MD-11F","FYLB52145-1 : ANTI-ICE PNEU. SOV, FYLB52145-2 : ANTI-ICE PNEU. SOV, FYLB52230-1 : ANTI-ICE PNEU. SOV, FYLB52230-2 : ANTI-ICE PNEU. SOV",Barber-Colman,FYLB-141,1
2776,P00752,ACS00752,Seal,753c69ac3541,165.71,,0,"A330-202, A330-203, A330-301, A330-302, A330-303, A340-211, A340-212, A340-213, A340-311, A340-313, A340-642, CF6-80C2D1F, CF6-80C2A5F, MD-11F","FYLB52145-1 : ANTI-ICE PNEU. SOV, FYLB52145-2 : ANTI-ICE PNEU. SOV, FYLB52230-1 : ANTI-ICE PNEU. SOV, FYLB52230-2 : ANTI-ICE PNEU. SOV",Smiths Aerospace,AL5-34,
2777,P00756,ACS00756,"Seal, Metallic",6b992297d2b8,113.56,,4,"737-300, 737-400, 737-500","172625-5 : NOSE COWL TAI VALVE, 172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE",Whittaker Controls,200557-04-1-0,
2778,P00757,ACS00757,Ring-Piston,aa2227fcc29c,10000,,0,"CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A8, PW4152, PW4156A, PW4158","3213868-3 : SHUTOFF REGULATOR VALVE, 3213868-4 : SHUTOFF REGULATOR VALVE, 3289834-1 : SOV, 3289834-4 : SOV",Honeywell,859989-46,1
2779,P00758,ACS00758,"Ring, Piston",10810dde3841,45.53,,2,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 203, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, A300 MODEL C4-605R VARIANT F,",398398-2 : TRIM AIR VALVE,Honeywell,859989-29,
2780,P00759,ACS00759,"Ring,Piston",033b351712f1,107.95,,5,CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440),"898930-10 : 2-1/2"" PNEU. PRSOV, ""898930-8 : 2-1/2"""" PNEU. PRSOV""",Honeywell,3163268-2,
2781,P00760,ACS00760,Diaphragm,e4dc96ea83ad,85.18,,0,"A330-301, A340-211, A340-212, A340-213, A340-311, A340-313, A340-642, CF6-80C2D1F, CF6-80C2A5F, MD-11F","FYLB52145-1 : ANTI-ICE PNEU. SOV, FYLB52145-2 : ANTI-ICE PNEU. SOV, FYLB52230-1 : ANTI-ICE PNEU. SOV, FYLB52230-2 : ANTI-ICE PNEU. SOV",Barber-Colman,BYLB922,
2782,P00761,ACS00761,"Shaft,Upper",9e9ab4954fff,567.53,,0,"CF6-80C2D1F, CF6-80C2A5F, MD-11F",FYLB52230-2 - ANTI-ICE PNEU. SOV,Barber-Colman,FYLB172-1,
2783,P00762,ACS00762,Ring,f52102e48285,91.16,,54,"737-400, 737-800, 747-400, 757-200, 757-200PF, 757-300, 767-200, 767-300, 767-400ER, 777-200, 777-300","3289696-1 : LOW LIMIT CONTROL VALVE, 3290206-1 : STANDBY PACK TEMP. CONTROL VALVE, 3290206-2 : STANDBY PACK TEMP. CONTROL VALVE, ""398786-2 : 2"""" TRIM AIR SUPPLY MODULATING VALVE"", ""398786-3",Honeywell,3179816-1,
2784,P00763,ACS00763,Ring Piston,219ec52dc8b9,272.97,,6,CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440),"3213876-11 : 1-1/2"" ? PRSOV",Honeywell,859989-45,
2785,P00768,ACS00768,Diaphragm Assembly,75b6c7a1c7e2,10000,,1,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, A330-203, A330-223, A330-343, A340-211, A340-","204975-18 : COOLING TURBINE, 204975-19 : COOLING TURBINE, 204975-23 : COOLING TURBINE, 204975-25 : COOLING TURBINE, 2205450-1 : AIR CYCLE MACHINE, 3215358-2 : STARTER SOV, ""3215622-1 :",Honeywell,3182175-1,1
2786,P00769,ACS00769,"Spring, Clutch",d5a8af1604af,68.36,,0,"757-200, 757-200PF, 767-200, 767-300, CF6-80A, CF6-80A2, CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A8, CF6-80C2B2, CF6-80C2B4, CF6-80C2B6, CF6-80C2B1F","774984-1 : PNEUMATIC STARTER, 774984-2 : PNEUMATIC STARTER, 774984-3 : PNEUMATIC STARTER, 775550-2 : PNEUMATIC STARTER, 775550-3 : PNEUMATIC STARTER, 775550-4 : PNEUMATIC STARTER, 784750A",Hamilton Sundstrand,728832-14,
2787,P00770,ACS00770,"Spring, Clutch",ba4a5ef5d8d5,72.52,,3,"757-200, 757-200PF, 767-200, 767-300, CF6-80A, CF6-80A2, CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A8, CF6-80C2B2, CF6-80C2B4, CF6-80C2B6, CF6-80C2B1F","774984-1 : PNEUMATIC STARTER, 774984-2 : PNEUMATIC STARTER, 774984-3 : PNEUMATIC STARTER, 775550-2 : PNEUMATIC STARTER, 775550-3 : PNEUMATIC STARTER, 775550-4 : PNEUMATIC STARTER, 784750A",Hamilton Sundstrand,728832-13,
2788,P00771,ACS00771,Spring,f8359f0da4c9,45.86,,0,"747-400, 747-400F","B0040410-001331 : LAV WASTE FLAP ASSY., B0040410-002331 : LAV WASTE FLAP ASSY.",Jamco,BS061413-5,
2789,P00773,ACS00773,"Body,Valve Assembly",c286d506c585,319.75,,2,"A319-111, A319-112, A319-113, A319-114, A319-131, A319-132, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-211, A321-212, A330-202, A330-203, A330-223, A330-243,","1613A0000-02 : FLOW CONTROL VALVE, 1613A0000-03 : FLOW CONTROL VALVE, 751A0000-07 : FLOW CONTROL VALVE, 751B0000-02 : FLOW CONTROL VALVE, 751F0000-01 : FLOW CONTROL VALVE, 751G0000-01 : F",Liebherr,6729-01610,
2790,P00774,ACS00774,Gasket-Valve,0796454411ae,41.27,,13,"ATR42-200, ATR42-300, ATR42-320, ATR42-500, ATR72-101, ATR72-201, ATR72-102, ATR72-202, ATR72-211, ATR72-212, ATR72-212A, 757-200, 757-200PF, 767-200, 767-300, 767-400ER","3213876-11 : 1-1/2"" PRSOV, ""3215622-1 : 2"""" DIAMETER PRSOV"", ""3215622-2 : 2"""" DIAMETER PRSOV"", ""898930-10 : 2-1/2"""" PNEU. PRSOV"", ""898930-8 : 2-1/2"""" PNEU. PRSOV""",Honeywell,3164893-1,
2791,P00775,ACS00775,Piston Ring,f592659f1967,151.8,,1,CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440),"3215622-1 : 2"" DIAMETER PRSOV, ""3215622-2 : 2"""" DIAMETER PRSOV""",Honeywell,3163268-1,
2792,P00776,ACS00776,Diaphragm-Air,5049ee99fe95,10000,,1,CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440),"3215622-1 : 2"" DIAMETER PRSOV, ""3215622-2 : 2"""" DIAMETER PRSOV""",Honeywell,3176646-1,1
2793,P00777,ACS00777,Pin-Headed Straight,bc4b8d559675,10000,,2,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, A340-211, A340-212, A340-213, A340-311, A340-313, 737-300, 737-400, 7","3213876-11 : 1-1/2"" PRSOV, 3214446-2 : HIGH STAGE VALVE, 3214446-3 : HIGH STAGE VALVE, 3214446-4 : HIGH STAGE VALVE, 3214488-2 : DUAL PURPOSE VALVE, 3214488-3 : DUAL PURPOSE VALVE, 321448",Honeywell,975945-5,1
2794,P00778,ACS00778,Spring Extension,f0e636fe227d,3.26,,0,"757-200, 767-300, 777-200","125156-01AB : LEGREST SLIDING FRAME ASSEMBLY, 125156-03AB : LEGREST SLIDING FRAME ASSEMBLY, 125156-05AB : LEGREST SLIDING FRAME ASSEMBLY",B/E Aerospace,LE049D05M,
2795,P00779,ACS00779,"Spring, Helical, Compression",616a5f67f0d7,3,,0,"PW2037, PW2040",0,Pratt &amp; Whitney,1A7127,
2796,P00780,ACS00780,"Spring, Helical, Compression",1107923f82cf,7.8,,0,"PW2037, PW2040",0,Pratt &amp; Whitney,1A3065,
2797,P00781,ACS00781,"Spring, Helical, Compression",7c0aa5c2d1f7,8.92,,0,"PW2037, PW2040",0,Pratt &amp; Whitney,1A3067,
2798,P00782,ACS00782,"Spring, Helical, Compression",1fc68775f379,9.18,,0,"PW4052, PW4056, PW4060, PW4060A, PW4152, PW4156A, PW4158, PW4460, PW4462",51B170 : SEAL ASSY. : NO. 1 BEARING,Pratt &amp; Whitney,50B946,
2799,P00783,ACS00783,"Ring, Piston",8216eb8d6bee,144.64,,0,"A330-203, A330-223, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313, A340-642","3290488-3 : ANTI-ICE VALVE, 3290488-5 : ANTI-ICE VALVE, 972A0000-02 : ANTI-ICE VALVE, 972A0000-03 : ANTI-ICE VALVE",Honeywell,3177245-1,
2800,P00787,ACS00787,Poppet Valve,271ae38f91f9,930.75,,0,"A300 MODEL B4-605R, 757-200, 757-200PF, 767-200, 767-300, 767-400ER, CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440)","979806-10 : 4"" SURGE CONTROL VALVE, ""979806-11 : 4"""" SURGE CONTROL VALVE"", ""979806-12 : 4"""" SURGE CONTROL VALVE"", ""979806-9 : 4"""" SURGE CONTROL VALVE"", ""979806 : 4"""" SURGE CONTROL VALVE""",Honeywell,3163811-3,
2801,P00788,ACS00788,Diaphragm,55a63ae16ef3,177.59,,43,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-605R, 757-200, 757-200PF, 767-200, 767-300, 767-400ER, A300 MODEL F4-605R, A300 MODEL B4-","979806-11 : 4"" SURGE CONTROL VALVE, ""979806-12 : 4"""" SURGE CONTROL VALVE""",Honeywell,3176350-1,
2802,P00789,ACS00789,"Gasket, Sealing",caf12a42dc38,33.16,,17,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 203, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, A300 MODEL B4-622, A300 MODEL","350880 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 350880-1 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 350880-2 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 350880-3 : VARIABLE DISPLACEMENT HYDRAULIC PUM",Eaton Vickers,353849,
2803,P00798,,Faucet Housing,a518ccfeae60,10000,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","2980292100000 : FAUCET ASSY, 2980312100000 : FAUCET ASSY",Aqua-Butzke,100-05-742,1
2804,P00800,ACS00800,Ring Set,a03cfd33ac79,1132.37,,8,CF6-80C2D1F,3290280-3 : PYLON PRV,Honeywell,3174599-2,
2805,P00801,ACS00801,Seal,b080e55ed7cd,10000,,0,"ATR42-200, ATR42-300, ATR42-320, ATR42-500, ATR72-101, ATR72-201, ATR72-102, ATR72-202, ATR72-211, ATR72-212, ATR72-212A, CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440)","""3215622-1 : 2"""" DIAMETER PRSOV""",Honeywell,690200-4,1
2806,P00802,ACS00802,Guide,b3f83a8060b0,10000,,0,"ATR42-300, ATR42-500, ATR72-101, ATR72-201, ATR72-102, ATR72-202, ATR72-211, ATR72-212, ATR72-212A, 717-200, 737-400, 737-800, 757-200, 757-200PF, 767-200, 767-300, 767-300F, 767-400ER, CL-600-2B19 (","3214442-4 : 2"" PRSOV, ""3214958-1 : 2"""" PRSOV"", ""3214958-2 : 2"""" PRSOV"", ""3214960-2 : 1-1/2"""" PRSOV"", ""3214960-3 : 1-1/2"""" PRSOV"", ""3215622-1 : 2"""" DIAMETER PRSOV"", ""3215622-2 : 2"""" DIAM",Honeywell,3163812-12,1
2807,P00803,ACS00803,"Seal, Dynamic, LP, Female",ae2fa3b6930d,54.22,,24,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211,",31075Series : ELEVATOR SERVOCONTROL,Goodrich,329196-023,
2808,P00809,ACS00809,Diaphragm,eea81f09636e,10000,,0,,"3290694-4 : PNEU. BUTTERFLY SOV, 3290694-5 : PNEU. BUTTERFLY SOV, 3291172-3 : PNEU. BUTTERFLY SOV, 3291339-2 : STARTER CONTROL VALVE, 3291339-3 : STARTER CONTROL VALVE, ""979826-11 : 4""""",Honeywell,975974-3,1
2809,P00810,ACS00810,"Bar, Tension",7f59af7e2e8c,738.89,,0,CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440),3505188-9 : AIR TURBINE ENGINE STARTER,Honeywell,3503653-1,
2810,P00811,ACS00811,Gasket,9c3a796dda6e,74.24,,1,CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440),3505188-9 : AIR TURBINE ENGINE STARTER,Honeywell,361753-1,
2811,P00812,ACS00812,Spring Set,ae3120db6c7c,787.51,,3,"747-400, 747-400F, 767-300","3505436-6-1 : AIR TURBINE ENGINE STARTER, 3505436-7 : AIR TURBINE ENGINE STARTER",Honeywell,3502132-8,
2812,P00813,ACS00813,Spring,ccbfb8386c04,59.85,,0,"747-400, 747-400F, 767-300, PW4050, PW4052, PW4056, PW4060, PW4060A, PW4060C, PW4062, PW4152, PW4156, PW4156A, PW4158, PW4460, PW4462, PW4074, PW4077",1108V0100 : DUAL 3-WAY PNEU. SOLENOID AIR VALVE,Honeywell,1108V0110,
2813,P00814,ACS00814,"Spring Damper, Outer",973923b67b06,416.93,,0,"PW4052, PW4056, PW4060, PW4060A, PW4060C, PW4062, PW4152, PW4156, PW4156A, PW4158, PW4460, PW4462, PW4164, PW4168, PW4168A, PW4074, PW4077, PW4077D, PW4084D, PW4090, PW4074D, PW4090D, PW098","1110V0700-4 : TURBINE BLADE/VANE COOLING VALVE, 1110V0700-5 : TURBINE BLADE/VANE COOLING VALVE",Honeywell,540-0284-1,
2814,P00815,ACS00815,Spring Set,40605db10f2c,173.54,,0,"737-300, 737-400, 737-500","3505526-3-1 : AIR TURBINE ENGINE STARTER, 3505526-4-1 : AIR TURBINE ENGINE STARTER, 3505526-5-1 : AIR TURBINE ENGINE STARTER, 3505526-6-1 : AIR TURBINE ENGINE STARTER, 3505526-7-1 : AIR TUR",Honeywell,3502093-2,
2815,P00816,ACS00816,"Spring, Outer",f5c99cdcb6ad,401.24,,0,"PW4052, PW4056, PW4060, PW4060A, PW4060C, PW4062, PW4152, PW4156, PW4156A, PW4158, PW4460, PW4462, PW4164, PW4168, PW4168A, PW4074, PW4077, PW4077D, PW4084D, PW4090, PW4074D, PW4090D, PW098","1110V0700-4 : TURBINE BLADE/VANE COOLING VALVE, 1110V0700-5 : TURBINE BLADE/VANE COOLING VALVE",Honeywell,540-0140-1,
2816,P00817,ACS00817,"Spring Damper, Inner",21135bee1acd,497.59,,0,"PW4052, PW4056, PW4060, PW4060A, PW4060C, PW4062, PW4152, PW4156, PW4156A, PW4158, PW4460, PW4462, PW4164, PW4168, PW4168A, PW4074, PW4077, PW4077D, PW4084D, PW4090, PW4074D, PW4090D, PW098","1110V0700-4 : TURBINE BLADE/VANE COOLING VALVE, 1110V0700-5 : TURBINE BLADE/VANE COOLING VALVE",Honeywell,540-0284-2,
2817,P00818,ACS00818,"Spring, Inner",8382a09463eb,111.46,,0,"PW4052, PW4056, PW4060, PW4060A, PW4060C, PW4062, PW4152, PW4156, PW4156A, PW4158, PW4460, PW4462, PW4164, PW4168, PW4168A, PW4074, PW4077, PW4077D, PW4084D, PW4090, PW4074D, PW4090D, PW098","1110V0700-4 : TURBINE BLADE/VANE COOLING VALVE, 1110V0700-5 : TURBINE BLADE/VANE COOLING VALVE",Honeywell,540-0139-1,
2818,P00819,ACS00819,Spring -Helical,da3ecdd4bc77,2.84,,0,"PW4052, PW4056, PW4060, PW4060A, PW4060C, PW4062, PW4152, PW4156, PW4156A, PW4158, PW4460, PW4462, PW4164, PW4168, PW4168A, PW4074, PW4077, PW4077D, PW4084D, PW4090, PW4074D, PW4090D, PW098","5006834 : FUEL GEAR PUMP ASSEMBLY , 5007246 : FUEL GEAR PUMP ASSEMBLY , 5010224Series : FUEL GEAR PUMP ASSEMBLY",Hamilton Sundstrand,5903151,
2819,P00820,ACS00820,Spring,ae68101d058f,159.44,,0,"747-400, 757-200, 767-300, 777-200","1000679-001 : LEGREST EXTENSION LINKAGE ASSEMBLY , 125404-01 : LEGREST SLIDING FRAME ASSEMBLY",B/E Aerospace,125842-01,
2820,P00827,ACS00827,"Adapter, Spline",60071b2ee484,10000,,0,"PW4052, PW4056, PW4060, PW4060A, PW4060C, PW4062, PW4152, PW4156, PW4156A, PW4158, PW4460, PW4462, PW4164, PW4168, PW4168A, PW4074, PW4077, PW4077D, PW4084D, PW4090, PW4074D, PW4090D, PW098",55098-08 : VARIABLE DISPLACEMENT HYDRAULIC PUMP,Parker Hannifin,21701,1
2821,P00828,ACS00828,"Shaft, External Drive",4948760ba850,339.27,,1,"737-200, 737-300, 737-400, 737-500",55098-08 : VARIABLE DISPLACEMENT HYDRAULIC PUMP,Parker Hannifin,21196,
2822,P00838,ACS00838,Bushing,c28051175b63,326.68,,0,"747-200B, 747-200F, 747-200C, 747SP, 747-400, 747-400F, 747-8","28B263-13A : AC GENERATOR, 28B263-13B : AC GENERATOR",Honeywell,1594329-1,
2823,P00839,ACS00839,Thermal Protector,ea27ddf7b833,628.9,,0,MD-11F,"6315F0001-01 : ROLLER ASSEMBLY, 6315G0001-01 : ROLLER ASSEMBLY, 6315H0001-01 : ROLLER ASSEMBLY, 6315J0001-01 : ROLLER ASSEMBLY",Eaton Vickers,6315-0118-02-04,
2824,P00844,ACS00844,Diaphragm,30808a0c2fb8,175.74,,2,"A310 MODEL 204, A310 MODEL 304, A300 MODEL B4-603, A300 MODEL B4-605R, A300 MODEL C4-605R VARIANT F, CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A8, CF6-80C2A5F","3214886-2 : PNEU. PRV, 898626-4 : PRESS. REG. VALVE",Honeywell,887795-3,
2825,P00846,ACS00846,Diaphragm,24b1b3ac42d5,104.32,,4,"A300 MODEL B4-103, A300 MODEL B2-203, A310 MODEL 204, A310 MODEL 222, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, A300 MODEL C4-605R VARI","3161157-5 : DIAPHRAGM ASSY, 3213754-2 : PNEU. PRV, 3214886-2 : PNEU. PRV, 3214888-2 : PNEU. PRV, 898584-9 : PNEU. PRV, 898626-4 : PRESS. REG. VALVE, ""898806-1 : 6"""" PNEU. PRV""",Honeywell,3161154-2,
2826,P00856,ACS00856,Pilot Valve And Bushing Assy,71752ffc5a66,1921.83,,0,"CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440), DHC-8-300","731840 : HYDRAULIC MOTORPUMP ASSY, 848847 : HYDRAULIC MOTORPUMP ASSY, 849557 : VARIABLE DISPLACEMENT HYDRAULIC PUMP",Eaton Vickers,428371,
2827,P00857,ACS00857,"Filter, Outlet Assembly",7eda6983c642,55.77,,0,"737-700, 737-800, 737-600, 737-900, 747-400, 747-400F, 767-200, 767-300, 767-300F, 767-400ER",B42365-1 - OXYGEN CYLINDER ASSY.,Carleton Technologies,B42593-1,
2828,P00858,ACS00858,"Filter, Inlet",e8629c2cddd8,9.46,,0,"737-700, 737-800, 737-600, 737-900, 747-400, 747-400F, 767-200, 767-300, 767-300F, 767-400ER",B42365-1 - OXYGEN CYLINDER ASSY.,Carleton Technologies,B42008-1,
2829,P00861,ACS00861,Clutch Disc,5b4c98de7d6d,118.96,,0,"737-200, 737-300, 737-400, 737-500",AR6460M2MOD2 - ROTARY ACTUATOR,Goodrich,AA2177,
